id,draw_date,draw_time,numbers,sum_digits,root_sum,created_at
16989,2017-05-04,midday,820,10,1,2025-07-01 17:09:41
16990,2017-05-04,evening,393,15,6,2025-07-01 17:09:41
16987,2017-05-03,midday,909,18,9,2025-07-01 17:09:41
16988,2017-05-03,evening,061,7,7,2025-07-01 17:09:41
16985,2017-05-02,midday,446,14,5,2025-07-01 17:09:41
16986,2017-05-02,evening,571,13,4,2025-07-01 17:09:41
16984,2017-05-01,midday,602,8,8,2025-07-01 17:09:41
16983,2017-05-01,evening,253,10,1,2025-07-01 17:09:41
16981,2017-04-30,midday,603,9,9,2025-07-01 17:09:41
16982,2017-04-30,evening,415,10,1,2025-07-01 17:09:41
16979,2017-04-29,midday,049,13,4,2025-07-01 17:09:41
16980,2017-04-29,evening,568,19,1,2025-07-01 17:09:41
16977,2017-04-28,midday,392,14,5,2025-07-01 17:09:41
16978,2017-04-28,evening,681,15,6,2025-07-01 17:09:41
16975,2017-04-27,midday,914,14,5,2025-07-01 17:09:41
16976,2017-04-27,evening,908,17,8,2025-07-01 17:09:41
16973,2017-04-26,midday,331,7,7,2025-07-01 17:09:41
16974,2017-04-26,evening,085,13,4,2025-07-01 17:09:41
16971,2017-04-25,midday,816,15,6,2025-07-01 17:09:41
16972,2017-04-25,evening,054,9,9,2025-07-01 17:09:41
16969,2017-04-24,midday,275,14,5,2025-07-01 17:09:41
16970,2017-04-24,evening,980,17,8,2025-07-01 17:09:41
16968,2017-04-23,midday,025,7,7,2025-07-01 17:09:41
16967,2017-04-23,evening,316,10,1,2025-07-01 17:09:41
16965,2017-04-22,midday,050,5,5,2025-07-01 17:09:41
16966,2017-04-22,evening,444,12,3,2025-07-01 17:09:41
16963,2017-04-21,midday,156,12,3,2025-07-01 17:09:41
16964,2017-04-21,evening,622,10,1,2025-07-01 17:09:41
16961,2017-04-20,midday,046,10,1,2025-07-01 17:09:41
16962,2017-04-20,evening,938,20,2,2025-07-01 17:09:41
16960,2017-04-19,midday,587,20,2,2025-07-01 17:09:41
16959,2017-04-19,evening,753,15,6,2025-07-01 17:09:41
16957,2017-04-18,midday,808,16,7,2025-07-01 17:09:41
16958,2017-04-18,evening,510,6,6,2025-07-01 17:09:41
16955,2017-04-17,midday,912,12,3,2025-07-01 17:09:41
16956,2017-04-17,evening,829,19,1,2025-07-01 17:09:41
16953,2017-04-16,midday,816,15,6,2025-07-01 17:09:41
16954,2017-04-16,evening,551,11,2,2025-07-01 17:09:41
16951,2017-04-15,midday,400,4,4,2025-07-01 17:09:41
16952,2017-04-15,evening,337,13,4,2025-07-01 17:09:41
16950,2017-04-14,midday,239,14,5,2025-07-01 17:09:41
16949,2017-04-14,evening,364,13,4,2025-07-01 17:09:41
16948,2017-04-13,midday,216,9,9,2025-07-01 17:09:41
16947,2017-04-13,evening,286,16,7,2025-07-01 17:09:41
16945,2017-04-12,midday,637,16,7,2025-07-01 17:09:41
16946,2017-04-12,evening,236,11,2,2025-07-01 17:09:41
16943,2017-04-11,midday,552,12,3,2025-07-01 17:09:41
16944,2017-04-11,evening,913,13,4,2025-07-01 17:09:41
16941,2017-04-10,midday,759,21,3,2025-07-01 17:09:41
16942,2017-04-10,evening,303,6,6,2025-07-01 17:09:41
16939,2017-04-09,midday,058,13,4,2025-07-01 17:09:41
16940,2017-04-09,evening,986,23,5,2025-07-01 17:09:41
16937,2017-04-08,midday,834,15,6,2025-07-01 17:09:41
16938,2017-04-08,evening,911,11,2,2025-07-01 17:09:41
16935,2017-04-07,midday,265,13,4,2025-07-01 17:09:41
16936,2017-04-07,evening,714,12,3,2025-07-01 17:09:41
16933,2017-04-06,midday,356,14,5,2025-07-01 17:09:41
16934,2017-04-06,evening,685,19,1,2025-07-01 17:09:41
16932,2017-04-05,midday,900,9,9,2025-07-01 17:09:41
16931,2017-04-05,evening,467,17,8,2025-07-01 17:09:41
16929,2017-04-04,midday,013,4,4,2025-07-01 17:09:41
16930,2017-04-04,evening,807,15,6,2025-07-01 17:09:41
16927,2017-04-03,midday,579,21,3,2025-07-01 17:09:41
16928,2017-04-03,evening,304,7,7,2025-07-01 17:09:41
16925,2017-04-02,midday,809,17,8,2025-07-01 17:09:41
16926,2017-04-02,evening,221,5,5,2025-07-01 17:09:41
16923,2017-04-01,midday,833,14,5,2025-07-01 17:09:41
16924,2017-04-01,evening,347,14,5,2025-07-01 17:09:41
16922,2017-03-31,midday,461,11,2,2025-07-01 17:09:41
16921,2017-03-31,evening,416,11,2,2025-07-01 17:09:41
16919,2017-03-30,midday,877,22,4,2025-07-01 17:09:41
16920,2017-03-30,evening,482,14,5,2025-07-01 17:09:41
16917,2017-03-29,midday,175,13,4,2025-07-01 17:09:41
16918,2017-03-29,evening,422,8,8,2025-07-01 17:09:41
16915,2017-03-28,midday,775,19,1,2025-07-01 17:09:41
16916,2017-03-28,evening,175,13,4,2025-07-01 17:09:41
16914,2017-03-27,midday,203,5,5,2025-07-01 17:09:41
16913,2017-03-27,evening,906,15,6,2025-07-01 17:09:41
16911,2017-03-26,midday,915,15,6,2025-07-01 17:09:41
16912,2017-03-26,evening,740,11,2,2025-07-01 17:09:41
16909,2017-03-25,midday,986,23,5,2025-07-01 17:09:41
16910,2017-03-25,evening,583,16,7,2025-07-01 17:09:41
16907,2017-03-24,midday,115,7,7,2025-07-01 17:09:41
16908,2017-03-24,evening,435,12,3,2025-07-01 17:09:41
16905,2017-03-23,midday,132,6,6,2025-07-01 17:09:41
16906,2017-03-23,evening,214,7,7,2025-07-01 17:09:41
16904,2017-03-22,midday,292,13,4,2025-07-01 17:09:41
16903,2017-03-22,evening,280,10,1,2025-07-01 17:09:41
16901,2017-03-21,midday,350,8,8,2025-07-01 17:09:41
16902,2017-03-21,evening,352,10,1,2025-07-01 17:09:41
16899,2017-03-20,midday,334,10,1,2025-07-01 17:09:41
16900,2017-03-20,evening,905,14,5,2025-07-01 17:09:41
16897,2017-03-19,midday,965,20,2,2025-07-01 17:09:41
16898,2017-03-19,evening,856,19,1,2025-07-01 17:09:41
16896,2017-03-18,midday,444,12,3,2025-07-01 17:09:41
16895,2017-03-18,evening,768,21,3,2025-07-01 17:09:41
16893,2017-03-17,midday,235,10,1,2025-07-01 17:09:41
16894,2017-03-17,evening,961,16,7,2025-07-01 17:09:41
16891,2017-03-16,midday,750,12,3,2025-07-01 17:09:41
16892,2017-03-16,evening,748,19,1,2025-07-01 17:09:41
16889,2017-03-15,midday,724,13,4,2025-07-01 17:09:41
16890,2017-03-15,evening,467,17,8,2025-07-01 17:09:41
16887,2017-03-14,midday,277,16,7,2025-07-01 17:09:41
16888,2017-03-14,evening,072,9,9,2025-07-01 17:09:41
16885,2017-03-13,midday,266,14,5,2025-07-01 17:09:41
16886,2017-03-13,evening,545,14,5,2025-07-01 17:09:41
16883,2017-03-12,midday,906,15,6,2025-07-01 17:09:41
16884,2017-03-12,evening,069,15,6,2025-07-01 17:09:41
16881,2017-03-11,midday,685,19,1,2025-07-01 17:09:41
16882,2017-03-11,evening,043,7,7,2025-07-01 17:09:41
16880,2017-03-10,midday,660,12,3,2025-07-01 17:09:41
16879,2017-03-10,evening,211,4,4,2025-07-01 17:09:41
16877,2017-03-09,midday,715,13,4,2025-07-01 17:09:41
16878,2017-03-09,evening,303,6,6,2025-07-01 17:09:41
16875,2017-03-08,midday,771,15,6,2025-07-01 17:09:41
16876,2017-03-08,evening,482,14,5,2025-07-01 17:09:41
16873,2017-03-07,midday,463,13,4,2025-07-01 17:09:41
16874,2017-03-07,evening,451,10,1,2025-07-01 17:09:41
16871,2017-03-06,midday,860,14,5,2025-07-01 17:09:41
16872,2017-03-06,evening,932,14,5,2025-07-01 17:09:41
16869,2017-03-05,midday,655,16,7,2025-07-01 17:09:41
16870,2017-03-05,evening,233,8,8,2025-07-01 17:09:41
16868,2017-03-04,midday,358,16,7,2025-07-01 17:09:41
16867,2017-03-04,evening,554,14,5,2025-07-01 17:09:41
16865,2017-03-03,midday,529,16,7,2025-07-01 17:09:41
16866,2017-03-03,evening,881,17,8,2025-07-01 17:09:41
16863,2017-03-02,midday,277,16,7,2025-07-01 17:09:41
16864,2017-03-02,evening,959,23,5,2025-07-01 17:09:41
16861,2017-03-01,midday,371,11,2,2025-07-01 17:09:41
16862,2017-03-01,evening,975,21,3,2025-07-01 17:09:41
16860,2017-02-28,midday,141,6,6,2025-07-01 17:09:41
16859,2017-02-28,evening,487,19,1,2025-07-01 17:09:41
16857,2017-02-27,midday,434,11,2,2025-07-01 17:09:41
16858,2017-02-27,evening,557,17,8,2025-07-01 17:09:41
16855,2017-02-26,midday,588,21,3,2025-07-01 17:09:41
16856,2017-02-26,evening,326,11,2,2025-07-01 17:09:41
16853,2017-02-25,midday,498,21,3,2025-07-01 17:09:41
16854,2017-02-25,evening,436,13,4,2025-07-01 17:09:41
16851,2017-02-24,midday,662,14,5,2025-07-01 17:09:41
16852,2017-02-24,evening,439,16,7,2025-07-01 17:09:41
16849,2017-02-23,midday,471,12,3,2025-07-01 17:09:41
16850,2017-02-23,evening,889,25,7,2025-07-01 17:09:41
16847,2017-02-22,midday,997,25,7,2025-07-01 17:09:41
16848,2017-02-22,evening,118,10,1,2025-07-01 17:09:41
16845,2017-02-21,midday,047,11,2,2025-07-01 17:09:41
16846,2017-02-21,evening,858,21,3,2025-07-01 17:09:41
16844,2017-02-20,midday,547,16,7,2025-07-01 17:09:41
16843,2017-02-20,evening,969,24,6,2025-07-01 17:09:41
16842,2017-02-19,midday,308,11,2,2025-07-01 17:09:41
16841,2017-02-19,evening,358,16,7,2025-07-01 17:09:41
16839,2017-02-18,midday,809,17,8,2025-07-01 17:09:41
16840,2017-02-18,evening,328,13,4,2025-07-01 17:09:41
16837,2017-02-17,midday,223,7,7,2025-07-01 17:09:41
16838,2017-02-17,evening,384,15,6,2025-07-01 17:09:41
16835,2017-02-16,midday,051,6,6,2025-07-01 17:09:41
16836,2017-02-16,evening,579,21,3,2025-07-01 17:09:41
16834,2017-02-15,midday,055,10,1,2025-07-01 17:09:41
16833,2017-02-15,evening,535,13,4,2025-07-01 17:09:41
16831,2017-02-14,midday,347,14,5,2025-07-01 17:09:41
16832,2017-02-14,evening,053,8,8,2025-07-01 17:09:41
16829,2017-02-13,midday,552,12,3,2025-07-01 17:09:41
16830,2017-02-13,evening,369,18,9,2025-07-01 17:09:41
16827,2017-02-12,midday,203,5,5,2025-07-01 17:09:41
16828,2017-02-12,evening,811,10,1,2025-07-01 17:09:41
16826,2017-02-11,midday,572,14,5,2025-07-01 17:09:41
16825,2017-02-11,evening,179,17,8,2025-07-01 17:09:41
16823,2017-02-10,midday,182,11,2,2025-07-01 17:09:41
16824,2017-02-10,evening,098,17,8,2025-07-01 17:09:41
16821,2017-02-09,midday,058,13,4,2025-07-01 17:09:41
16822,2017-02-09,evening,669,21,3,2025-07-01 17:09:41
16819,2017-02-08,midday,961,16,7,2025-07-01 17:09:41
16820,2017-02-08,evening,870,15,6,2025-07-01 17:09:41
16817,2017-02-07,midday,903,12,3,2025-07-01 17:09:41
16818,2017-02-07,evening,958,22,4,2025-07-01 17:09:41
16815,2017-02-06,midday,816,15,6,2025-07-01 17:09:41
16816,2017-02-06,evening,135,9,9,2025-07-01 17:09:41
16813,2017-02-05,midday,077,14,5,2025-07-01 17:09:41
16814,2017-02-05,evening,386,17,8,2025-07-01 17:09:41
16811,2017-02-04,midday,794,20,2,2025-07-01 17:09:41
16812,2017-02-04,evening,866,20,2,2025-07-01 17:09:41
16810,2017-02-03,midday,900,9,9,2025-07-01 17:09:41
16809,2017-02-03,evening,205,7,7,2025-07-01 17:09:41
16807,2017-02-02,midday,971,17,8,2025-07-01 17:09:41
16808,2017-02-02,evening,330,6,6,2025-07-01 17:09:41
16805,2017-02-01,midday,129,12,3,2025-07-01 17:09:41
16806,2017-02-01,evening,183,12,3,2025-07-01 17:09:41
16803,2017-01-31,midday,960,15,6,2025-07-01 17:09:41
16804,2017-01-31,evening,762,15,6,2025-07-01 17:09:41
16801,2017-01-30,midday,567,18,9,2025-07-01 17:09:41
16802,2017-01-30,evening,654,15,6,2025-07-01 17:09:41
16800,2017-01-29,midday,392,14,5,2025-07-01 17:09:41
16799,2017-01-29,evening,631,10,1,2025-07-01 17:09:41
16797,2017-01-28,midday,170,8,8,2025-07-01 17:09:41
16798,2017-01-28,evening,673,16,7,2025-07-01 17:09:41
16795,2017-01-27,midday,189,18,9,2025-07-01 17:09:41
16796,2017-01-27,evening,081,9,9,2025-07-01 17:09:41
16793,2017-01-26,midday,037,10,1,2025-07-01 17:09:41
16794,2017-01-26,evening,747,18,9,2025-07-01 17:09:41
16792,2017-01-25,midday,348,15,6,2025-07-01 17:09:41
16791,2017-01-25,evening,930,12,3,2025-07-01 17:09:41
16789,2017-01-24,midday,734,14,5,2025-07-01 17:09:41
16790,2017-01-24,evening,665,17,8,2025-07-01 17:09:41
16787,2017-01-23,midday,824,14,5,2025-07-01 17:09:41
16788,2017-01-23,evening,212,5,5,2025-07-01 17:09:41
16785,2017-01-22,midday,486,18,9,2025-07-01 17:09:41
16786,2017-01-22,evening,325,10,1,2025-07-01 17:09:41
16783,2017-01-21,midday,088,16,7,2025-07-01 17:09:41
16784,2017-01-21,evening,547,16,7,2025-07-01 17:09:41
16781,2017-01-20,midday,882,18,9,2025-07-01 17:09:41
16782,2017-01-20,evening,343,10,1,2025-07-01 17:09:41
16779,2017-01-19,midday,973,19,1,2025-07-01 17:09:41
16780,2017-01-19,evening,949,22,4,2025-07-01 17:09:41
16777,2017-01-18,midday,277,16,7,2025-07-01 17:09:41
16778,2017-01-18,evening,128,11,2,2025-07-01 17:09:41
16776,2017-01-17,midday,914,14,5,2025-07-01 17:09:41
16775,2017-01-17,evening,021,3,3,2025-07-01 17:09:41
16774,2017-01-16,midday,410,5,5,2025-07-01 17:09:41
16773,2017-01-16,evening,823,13,4,2025-07-01 17:09:41
16771,2017-01-15,midday,378,18,9,2025-07-01 17:09:41
16772,2017-01-15,evening,863,17,8,2025-07-01 17:09:41
16769,2017-01-14,midday,108,9,9,2025-07-01 17:09:41
16770,2017-01-14,evening,201,3,3,2025-07-01 17:09:41
16767,2017-01-13,midday,163,10,1,2025-07-01 17:09:41
16768,2017-01-13,evening,989,26,8,2025-07-01 17:09:41
16766,2017-01-12,midday,781,16,7,2025-07-01 17:09:41
16765,2017-01-12,evening,535,13,4,2025-07-01 17:09:41
16763,2017-01-11,midday,006,6,6,2025-07-01 17:09:41
16764,2017-01-11,evening,255,12,3,2025-07-01 17:09:41
16761,2017-01-10,midday,070,7,7,2025-07-01 17:09:41
16762,2017-01-10,evening,518,14,5,2025-07-01 17:09:41
16759,2017-01-09,midday,977,23,5,2025-07-01 17:09:41
16760,2017-01-09,evening,030,3,3,2025-07-01 17:09:41
16758,2017-01-08,midday,163,10,1,2025-07-01 17:09:41
16757,2017-01-08,evening,533,11,2,2025-07-01 17:09:41
16755,2017-01-07,midday,416,11,2,2025-07-01 17:09:41
16756,2017-01-07,evening,121,4,4,2025-07-01 17:09:41
16753,2017-01-06,midday,189,18,9,2025-07-01 17:09:41
16754,2017-01-06,evening,276,15,6,2025-07-01 17:09:41
16751,2017-01-05,midday,789,24,6,2025-07-01 17:09:41
16752,2017-01-05,evening,988,25,7,2025-07-01 17:09:41
16749,2017-01-04,midday,869,23,5,2025-07-01 17:09:41
16750,2017-01-04,evening,815,14,5,2025-07-01 17:09:41
16747,2017-01-03,midday,770,14,5,2025-07-01 17:09:41
16748,2017-01-03,evening,973,19,1,2025-07-01 17:09:41
16745,2017-01-02,midday,695,20,2,2025-07-01 17:09:41
16746,2017-01-02,evening,376,16,7,2025-07-01 17:09:41
16743,2017-01-01,midday,990,18,9,2025-07-01 17:09:41
16744,2017-01-01,evening,508,13,4,2025-07-01 17:09:41
16742,2016-12-31,midday,105,6,6,2025-07-01 17:09:41
16741,2016-12-31,evening,507,12,3,2025-07-01 17:09:41
16739,2016-12-30,midday,809,17,8,2025-07-01 17:09:41
16740,2016-12-30,evening,259,16,7,2025-07-01 17:09:41
16737,2016-12-29,midday,159,15,6,2025-07-01 17:09:41
16738,2016-12-29,evening,738,18,9,2025-07-01 17:09:41
16735,2016-12-28,midday,279,18,9,2025-07-01 17:09:41
16736,2016-12-28,evening,800,8,8,2025-07-01 17:09:41
16733,2016-12-27,midday,331,7,7,2025-07-01 17:09:41
16734,2016-12-27,evening,471,12,3,2025-07-01 17:09:41
16731,2016-12-26,midday,672,15,6,2025-07-01 17:09:41
16732,2016-12-26,evening,515,11,2,2025-07-01 17:09:41
16730,2016-12-24,midday,674,17,8,2025-07-01 17:09:41
16729,2016-12-24,evening,447,15,6,2025-07-01 17:09:41
16728,2016-12-23,midday,654,15,6,2025-07-01 17:09:41
16727,2016-12-23,evening,942,15,6,2025-07-01 17:09:41
16725,2016-12-22,midday,488,20,2,2025-07-01 17:09:41
16726,2016-12-22,evening,421,7,7,2025-07-01 17:09:41
16723,2016-12-21,midday,050,5,5,2025-07-01 17:09:41
16724,2016-12-21,evening,163,10,1,2025-07-01 17:09:41
16721,2016-12-20,midday,492,15,6,2025-07-01 17:09:41
16722,2016-12-20,evening,890,17,8,2025-07-01 17:09:41
16719,2016-12-19,midday,618,15,6,2025-07-01 17:09:41
16720,2016-12-19,evening,892,19,1,2025-07-01 17:09:41
16717,2016-12-18,midday,173,11,2,2025-07-01 17:09:41
16718,2016-12-18,evening,888,24,6,2025-07-01 17:09:41
16715,2016-12-17,midday,880,16,7,2025-07-01 17:09:41
16716,2016-12-17,evening,790,16,7,2025-07-01 17:09:41
16713,2016-12-16,midday,865,19,1,2025-07-01 17:09:41
16714,2016-12-16,evening,721,10,1,2025-07-01 17:09:41
16711,2016-12-15,midday,563,14,5,2025-07-01 17:09:41
16712,2016-12-15,evening,930,12,3,2025-07-01 17:09:41
16710,2016-12-14,midday,539,17,8,2025-07-01 17:09:41
16709,2016-12-14,evening,537,15,6,2025-07-01 17:09:41
16707,2016-12-13,midday,707,14,5,2025-07-01 17:09:41
16708,2016-12-13,evening,497,20,2,2025-07-01 17:09:41
16705,2016-12-12,midday,612,9,9,2025-07-01 17:09:41
16706,2016-12-12,evening,803,11,2,2025-07-01 17:09:41
16703,2016-12-11,midday,859,22,4,2025-07-01 17:09:41
16704,2016-12-11,evening,342,9,9,2025-07-01 17:09:41
16701,2016-12-10,midday,659,20,2,2025-07-01 17:09:41
16702,2016-12-10,evening,790,16,7,2025-07-01 17:09:41
16699,2016-12-09,midday,162,9,9,2025-07-01 17:09:41
16700,2016-12-09,evening,783,18,9,2025-07-01 17:09:41
16697,2016-12-08,midday,407,11,2,2025-07-01 17:09:41
16698,2016-12-08,evening,059,14,5,2025-07-01 17:09:41
16695,2016-12-07,midday,698,23,5,2025-07-01 17:09:41
16696,2016-12-07,evening,626,14,5,2025-07-01 17:09:41
16694,2016-12-06,midday,727,16,7,2025-07-01 17:09:41
16693,2016-12-06,evening,114,6,6,2025-07-01 17:09:41
16691,2016-12-05,midday,458,17,8,2025-07-01 17:09:41
16692,2016-12-05,evening,556,16,7,2025-07-01 17:09:41
16689,2016-12-04,midday,987,24,6,2025-07-01 17:09:41
16690,2016-12-04,evening,305,8,8,2025-07-01 17:09:41
16687,2016-12-03,midday,654,15,6,2025-07-01 17:09:41
16688,2016-12-03,evening,315,9,9,2025-07-01 17:09:41
16685,2016-12-02,midday,880,16,7,2025-07-01 17:09:41
16686,2016-12-02,evening,390,12,3,2025-07-01 17:09:41
16683,2016-12-01,midday,766,19,1,2025-07-01 17:09:41
16684,2016-12-01,evening,622,10,1,2025-07-01 17:09:41
16682,2016-11-30,midday,204,6,6,2025-07-01 17:09:41
16681,2016-11-30,evening,148,13,4,2025-07-01 17:09:41
16679,2016-11-29,midday,110,2,2,2025-07-01 17:09:41
16680,2016-11-29,evening,356,14,5,2025-07-01 17:09:41
16678,2016-11-28,midday,057,12,3,2025-07-01 17:09:41
16677,2016-11-28,evening,640,10,1,2025-07-01 17:09:41
16676,2016-11-27,midday,892,19,1,2025-07-01 17:09:41
16675,2016-11-27,evening,288,18,9,2025-07-01 17:09:41
16673,2016-11-26,midday,978,24,6,2025-07-01 17:09:41
16674,2016-11-26,evening,089,17,8,2025-07-01 17:09:41
16671,2016-11-25,midday,520,7,7,2025-07-01 17:09:41
16672,2016-11-25,evening,332,8,8,2025-07-01 17:09:41
16669,2016-11-24,midday,041,5,5,2025-07-01 17:09:41
16670,2016-11-24,evening,928,19,1,2025-07-01 17:09:41
16667,2016-11-23,midday,180,9,9,2025-07-01 17:09:41
16668,2016-11-23,evening,406,10,1,2025-07-01 17:09:41
16665,2016-11-22,midday,586,19,1,2025-07-01 17:09:41
16666,2016-11-22,evening,491,14,5,2025-07-01 17:09:41
16663,2016-11-21,midday,660,12,3,2025-07-01 17:09:41
16664,2016-11-21,evening,151,7,7,2025-07-01 17:09:41
16662,2016-11-20,midday,376,16,7,2025-07-01 17:09:41
16661,2016-11-20,evening,001,1,1,2025-07-01 17:09:41
16660,2016-11-19,midday,774,18,9,2025-07-01 17:09:41
16659,2016-11-19,evening,157,13,4,2025-07-01 17:09:41
16657,2016-11-18,midday,846,18,9,2025-07-01 17:09:41
16658,2016-11-18,evening,212,5,5,2025-07-01 17:09:41
16655,2016-11-17,midday,147,12,3,2025-07-01 17:09:41
16656,2016-11-17,evening,974,20,2,2025-07-01 17:09:41
16653,2016-11-16,midday,664,16,7,2025-07-01 17:09:41
16654,2016-11-16,evening,883,19,1,2025-07-01 17:09:41
16651,2016-11-15,midday,317,11,2,2025-07-01 17:09:41
16652,2016-11-15,evening,530,8,8,2025-07-01 17:09:41
16649,2016-11-14,midday,634,13,4,2025-07-01 17:09:41
16650,2016-11-14,evening,036,9,9,2025-07-01 17:09:41
16647,2016-11-13,midday,998,26,8,2025-07-01 17:09:41
16648,2016-11-13,evening,759,21,3,2025-07-01 17:09:41
16645,2016-11-12,midday,670,13,4,2025-07-01 17:09:41
16646,2016-11-12,evening,386,17,8,2025-07-01 17:09:41
16643,2016-11-11,midday,215,8,8,2025-07-01 17:09:41
16644,2016-11-11,evening,902,11,2,2025-07-01 17:09:41
16642,2016-11-10,midday,070,7,7,2025-07-01 17:09:41
16641,2016-11-10,evening,026,8,8,2025-07-01 17:09:41
16639,2016-11-09,midday,100,1,1,2025-07-01 17:09:41
16640,2016-11-09,evening,901,10,1,2025-07-01 17:09:41
16637,2016-11-08,midday,059,14,5,2025-07-01 17:09:41
16638,2016-11-08,evening,230,5,5,2025-07-01 17:09:41
16635,2016-11-07,midday,518,14,5,2025-07-01 17:09:41
16636,2016-11-07,evening,944,17,8,2025-07-01 17:09:41
16633,2016-11-06,midday,464,14,5,2025-07-01 17:09:41
16634,2016-11-06,evening,110,2,2,2025-07-01 17:09:41
16631,2016-11-05,midday,952,16,7,2025-07-01 17:09:41
16632,2016-11-05,evening,842,14,5,2025-07-01 17:09:41
16629,2016-11-04,midday,870,15,6,2025-07-01 17:09:41
16630,2016-11-04,evening,388,19,1,2025-07-01 17:09:41
16627,2016-11-03,midday,247,13,4,2025-07-01 17:09:41
16628,2016-11-03,evening,936,18,9,2025-07-01 17:09:41
16626,2016-11-02,midday,095,14,5,2025-07-01 17:09:41
16625,2016-11-02,evening,068,14,5,2025-07-01 17:09:41
16623,2016-11-01,midday,403,7,7,2025-07-01 17:09:41
16624,2016-11-01,evening,785,20,2,2025-07-01 17:09:41
16621,2016-10-31,midday,823,13,4,2025-07-01 17:09:41
16622,2016-10-31,evening,209,11,2,2025-07-01 17:09:41
16619,2016-10-30,midday,130,4,4,2025-07-01 17:09:41
16620,2016-10-30,evening,304,7,7,2025-07-01 17:09:41
16617,2016-10-29,midday,420,6,6,2025-07-01 17:09:41
16618,2016-10-29,evening,719,17,8,2025-07-01 17:09:41
16615,2016-10-28,midday,643,13,4,2025-07-01 17:09:41
16616,2016-10-28,evening,533,11,2,2025-07-01 17:09:41
16614,2016-10-27,midday,944,17,8,2025-07-01 17:09:41
16613,2016-10-27,evening,619,16,7,2025-07-01 17:09:41
16611,2016-10-26,midday,515,11,2,2025-07-01 17:09:41
16612,2016-10-26,evening,709,16,7,2025-07-01 17:09:41
16610,2016-10-25,midday,707,14,5,2025-07-01 17:09:41
16609,2016-10-25,evening,163,10,1,2025-07-01 17:09:41
16608,2016-10-24,midday,771,15,6,2025-07-01 17:09:41
16607,2016-10-24,evening,961,16,7,2025-07-01 17:09:41
16605,2016-10-23,midday,991,19,1,2025-07-01 17:09:41
16606,2016-10-23,evening,919,19,1,2025-07-01 17:09:41
16603,2016-10-22,midday,621,9,9,2025-07-01 17:09:41
16604,2016-10-22,evening,935,17,8,2025-07-01 17:09:41
16601,2016-10-21,midday,380,11,2,2025-07-01 17:09:41
16602,2016-10-21,evening,864,18,9,2025-07-01 17:09:41
16600,2016-10-20,midday,028,10,1,2025-07-01 17:09:41
16599,2016-10-20,evening,133,7,7,2025-07-01 17:09:41
16598,2016-10-19,midday,548,17,8,2025-07-01 17:09:41
16597,2016-10-19,evening,211,4,4,2025-07-01 17:09:41
16595,2016-10-18,midday,967,22,4,2025-07-01 17:09:41
16596,2016-10-18,evening,863,17,8,2025-07-01 17:09:41
16593,2016-10-17,midday,987,24,6,2025-07-01 17:09:41
16594,2016-10-17,evening,886,22,4,2025-07-01 17:09:41
16591,2016-10-16,midday,703,10,1,2025-07-01 17:09:41
16592,2016-10-16,evening,326,11,2,2025-07-01 17:09:41
16589,2016-10-15,midday,064,10,1,2025-07-01 17:09:41
16590,2016-10-15,evening,872,17,8,2025-07-01 17:09:41
16588,2016-10-14,midday,837,18,9,2025-07-01 17:09:41
16587,2016-10-14,evening,992,20,2,2025-07-01 17:09:41
16585,2016-10-13,midday,569,20,2,2025-07-01 17:09:41
16586,2016-10-13,evening,325,10,1,2025-07-01 17:09:41
16583,2016-10-12,midday,562,13,4,2025-07-01 17:09:41
16584,2016-10-12,evening,898,25,7,2025-07-01 17:09:41
16581,2016-10-11,midday,814,13,4,2025-07-01 17:09:41
16582,2016-10-11,evening,072,9,9,2025-07-01 17:09:41
16580,2016-10-10,midday,889,25,7,2025-07-01 17:09:41
16579,2016-10-10,evening,415,10,1,2025-07-01 17:09:41
16577,2016-10-09,midday,949,22,4,2025-07-01 17:09:41
16578,2016-10-09,evening,578,20,2,2025-07-01 17:09:41
16576,2016-10-08,midday,802,10,1,2025-07-01 17:09:41
16575,2016-10-08,evening,918,18,9,2025-07-01 17:09:41
16573,2016-10-07,midday,949,22,4,2025-07-01 17:09:41
16574,2016-10-07,evening,510,6,6,2025-07-01 17:09:41
16571,2016-10-06,midday,436,13,4,2025-07-01 17:09:41
16572,2016-10-06,evening,374,14,5,2025-07-01 17:09:41
16569,2016-10-05,midday,793,19,1,2025-07-01 17:09:41
16570,2016-10-05,evening,366,15,6,2025-07-01 17:09:41
16567,2016-10-04,midday,336,12,3,2025-07-01 17:09:41
16568,2016-10-04,evening,157,13,4,2025-07-01 17:09:41
16566,2016-10-03,midday,872,17,8,2025-07-01 17:09:41
16565,2016-10-03,evening,842,14,5,2025-07-01 17:09:41
16563,2016-10-02,midday,114,6,6,2025-07-01 17:09:41
16564,2016-10-02,evening,009,9,9,2025-07-01 17:09:41
16561,2016-10-01,midday,939,21,3,2025-07-01 17:09:41
16562,2016-10-01,evening,000,0,0,2025-07-01 17:09:41
16559,2016-09-30,midday,463,13,4,2025-07-01 17:09:41
16560,2016-09-30,evening,033,6,6,2025-07-01 17:09:41
16557,2016-09-29,midday,192,12,3,2025-07-01 17:09:41
16558,2016-09-29,evening,632,11,2,2025-07-01 17:09:41
16555,2016-09-28,midday,542,11,2,2025-07-01 17:09:41
16556,2016-09-28,evening,661,13,4,2025-07-01 17:09:41
